Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,14 hours,Less than 2 months,Max Flow,One of the best out there!,5.0,5.0,5.0
2,5.0,15 hours,Less than 2 months,Always in stock,We like the the cola flavor Hyppe sticks and have found them pretty consistent even though the company changed the packaging. Have reordered from Huff & Puff many times. Quick shipping is very much appreciated!,5.0,4.0,5.0
3,5.0,16 hours,Less than 2 months,"""Naked"" Unflavored hits the spot","Looking forward to a truly ""Naked"" unflavored version, without the added menthol. Otherwise, a 5 Star disposable vape , far better and longer lasting than Philip Morris's price-gouging rechargable Juul vape products.",4.0,1.0,5.0
4,5.0,16 hours,Less than 2 months,Love,Great,5.0,5.0,5.0
5,5.0,16 hours,Less than 2 months,Love it,Great,5.0,5.0,5.0
6,5.0,16 hours,Less than 2 months,Wonderful,Love,5.0,5.0,5.0
7,5.0,16 hours,Less than 2 months,Love,Always great,5.0,5.0,5.0
8,5.0,16 hours,Less than 2 months,Great,Awesome,5.0,5.0,5.0
9,4.0,20 hours,Less than 2 months,It was smooth!,I dug it!,5.0,4.0,4.0
10,5.0,1 day,Less than 2 months,Perfect,Never disappoints,5.0,5.0,5.0
11,5.0,2 days,Less than 2 months,Good,The flavor is okay,4.0,3.0,4.0
12,2.0,2 days,Less than 2 months,Maxx flow,Love the flavors. Smooth hit,5.0,5.0,5.0
13,5.0,3 days,Less than 2 months,Best disposable,Love these! Best flavor ever!,5.0,5.0,5.0
14,5.0,4 days,Less than 2 months,Very well,Very well,5.0,3.0,4.0
15,5.0,4 days,Less than 2 months,my go to vape,"these are my go-to vape, they don't take up a lot of room in my pocket and i love how i can adjust the flow.",5.0,5.0,5.0
16,5.0,4 days,Less than 2 months,Dennis,Great flavor definitely happy. Wish it had less nicotine,5.0,2.0,3.0
17,5.0,4 days,Less than 2 months,Best Vapes,These are my favorite brand. The flavors are so good and they hit smooth. I’ve tried other but keep going back to these.,5.0,5.0,4.0
18,4.0,4 days,Less than 2 months,"Easy, flavorful and fairly priced! Love them!","I think they’re great! Lots of flavors, easy to use, fits in pocket, fun colors, and they last a fairly long time! Way better than cigarettes! They don’t smell on your clothing and no one knows you’re really smoking.",5.0,4.0,5.0
19,5.0,5 days,Less than 2 months,Might mint,Favorite glad I could find it here and at a great price!,5.0,2.0,5.0
20,5.0,5 days,Less than 2 months,Love the mint flavor,Love it,5.0,3.0,4.0
21,5.0,5 days,Less than 2 months,Cola Ice,"I like everything about this disposable. Nice design, flow adjustment and the cola taste is amazingly similar to the taste of cola.",5.0,4.0,4.0
22,5.0,6 days,Less than 2 months,So reliable!,I used to be more fond of the flavors but nowadays the Naked is much more satisfying. It doesn’t feel or taste too artificial or chemical-y and it doesn’t bother the non-vaping folks around me.,5.0,2.0,4.0
