Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,11 hours,Less than 2 months,Awesome,I think you guys are awesome,5.0,5.0,5.0
2,5.0,12 hours,Less than 2 months,Lasts Long time,Great flavor and lasts a very long time,5.0,5.0,5.0
3,5.0,18 hours,Less than 2 months,I like these vapes,Last a while too,3.0,3.0,3.0
4,5.0,20 hours,Less than 2 months,Love this one.,Flavor was great and lasted a while.,5.0,5.0,5.0
5,5.0,3 days,Less than 2 months,Flum Pina Polo,This is great! Has the pineapple taste and no harsh nicotine bite. Try it!!,5.0,5.0,5.0
6,5.0,3 days,Less than 2 months,Delicious,Love the taste .,5.0,5.0,5.0
7,5.0,3 days,Less than 2 months,My outlet …,Great escape…grounding!,5.0,3.0,4.0
8,5.0,3 days,Less than 2 months,Plum,Great replacement for cigarettes no ashes,4.0,2.0,4.0
9,5.0,3 days,Less than 2 months,Review,Very good,5.0,5.0,5.0
10,5.0,4 days,Less than 2 months,Strawberry mango,Love it,5.0,5.0,4.0
11,5.0,4 days,Less than 2 months,AWESOME SAUCE !,I love this flavor . but the ORANGE is my faaaavorite and love how it slides in and out of my mouf !,5.0,5.0,5.0
12,3.0,5 days,Less than 2 months,Flum Skittle,Not my favorite but nobody’s fault just wanted to something new. Delivery was fast and free 😀,2.0,5.0,3.0
13,5.0,5 days,Less than 2 months,👍,Flavors good,5.0,5.0,3.0
14,5.0,5 days,Less than 2 months,Peach ice,Good product!,5.0,5.0,5.0
15,5.0,6 days,Less than 2 months,Flum floats,Good value,5.0,5.0,3.0
16,4.0,6 days,Less than 2 months,Love them.,Like them but lpve the puff extra zero,3.0,3.0,3.0
17,5.0,6 days,Less than 2 months,Good flavor,Will purchase again good flavor last what it should,5.0,4.0,5.0
18,3.0,6 days,Less than 2 months,Cotton Candy,While the flavor taste good it is NOT Cotton Candy flavored. Doesn’t taste anything like cotton candy. Very fruity. Again it taste good but not what I was expecting. It hits good and does last a long time.,3.0,3.0,5.0
19,5.0,7 days,Less than 2 months,Lush ice is bomb,I really like the lush ice flavor. Perfect balance of ice flavor.,5.0,4.0,4.0
20,5.0,7 days,Less than 2 months,Perfect Vape,Perfect flavor and very fast shipping,5.0,5.0,5.0
21,5.0,8 days,Less than 2 months,Fav,My go to blue raspberry,5.0,4.0,3.0
22,5.0,8 days,Less than 2 months,Great,Happy with product,5.0,5.0,4.0
23,4.0,8 days,Less than 2 months,Amethyst,I thought some of the flavors were great and others were a miss. I like to order ones that I know I like. And chance buying new ones.,4.0,4.0,4.0
24,5.0,8 days,Less than 2 months,Great product,"Flum makes the best products, and their flavors are top-of-the-line.",5.0,4.0,5.0
25,5.0,8 days,Less than 2 months,Great,I just want to say I hope these don’t go away!,5.0,4.0,5.0
26,5.0,9 days,Less than 2 months,One of my favorite flum flavors,"I love flum vapes in general, but this is one of my favorite flavors.",5.0,4.0,4.0
27,5.0,9 days,Less than 2 months,Would recommend,The flavor was good lasted as advertised. Definitely will buy again.,4.0,3.0,4.0
28,3.0,9 days,Less than 2 months,Pretty good,I do like this vape although it did not last as long as it said and I personally didn’t care for this flavor but overall love it.,2.0,2.0,2.0
29,5.0,9 days,Less than 2 months,My favorite disposable!,It's the best mint vape out there. I've tried at least a dozen different cool mint disposables and they all have a nasty sweet taste but not this one. If your lookin for a clean tasting cool mint I highly recommend this one❗,5.0,2.0,4.0
30,5.0,9 days,Less than 2 months,thanks!,I was hesitant to order online but all 10 delivered to my front door & quickly as well! I just ran out & about to put in a second order!,5.0,5.0,5.0
31,5.0,10 days,Less than 2 months,Flume Peach Ice,This is my go to,5.0,3.0,5.0
32,4.0,11 days,Less than 2 months,Pretty good,I like it,4.0,4.0,3.0
33,5.0,11 days,Less than 2 months,Love it,It taste really good and I love the fact that you could reuse the case if you don’t like to get the vape dirty,5.0,3.0,5.0
34,5.0,12 days,Less than 2 months,👍🏻,👍🏻,5.0,3.0,4.0
35,5.0,12 days,Less than 2 months,Blue Raspberry Ice,The vape itself is flavorful. My order came in two days! And this makes it easier to order and stock up again. :) very happy and would buy again from here.,5.0,5.0,5.0
36,5.0,13 days,Less than 2 months,Very pleased,"The Aloe Pinapple Ice is my favorite flum flavor, it’s the perfect vape for me!!!😁👍🏾👍🏾",5.0,3.0,4.0
37,1.0,13 days,Less than 2 months,Awesome,Exactly what I was expecting!!! Will order more for sure!!!,5.0,5.0,5.0
38,5.0,13 days,Less than 2 months,Cool mint,Great mint taste,5.0,3.0,3.0
39,5.0,13 days,Less than 2 months,Great quality,Great quality always get what I order.,5.0,4.0,4.0
40,5.0,14 days,Less than 2 months,All good here,I will buy more I am very satisfied these worked and did the job. Thank You for following up very professional I will order more soon,5.0,5.0,4.0
41,5.0,14 days,Less than 2 months,Yum,Great flavor great price,5.0,5.0,5.0
42,5.0,14 days,Less than 2 months,it was good,not my favorite but would smoke again,5.0,5.0,4.0
43,5.0,15 days,Less than 2 months,Love the Cotton Candy,Cotton Candy is my favorite!,5.0,5.0,5.0
44,5.0,15 days,Less than 2 months,Awesome!,It's a great flavor. I just wish there was a rechargeable version,5.0,4.0,4.0
45,5.0,15 days,Less than 2 months,I love these!,"I love the flavor and how much longer they last than other brands I have tried. My favorite ones are the blue raspberry, cotton candy, and lime romance.",5.0,4.0,5.0
46,5.0,15 days,Less than 2 months,Best flavor,Very good,5.0,5.0,5.0
47,5.0,15 days,Less than 2 months,Flume blue raspberry ice,"Pretty good flavor and sweetness, however only lasts a week or so but really good.",4.0,4.0,3.0
48,5.0,15 days,Less than 2 months,Great,Love this flavor and customer service,5.0,5.0,5.0
49,5.0,15 days,Less than 2 months,Great 👍,Taste awesome. Last a long time,5.0,1.0,5.0
50,5.0,15 days,Less than 2 months,Fruity Hawaii,The fruity hawaii is something you can vape and not get tired of the taste,5.0,5.0,5.0
51,5.0,16 days,Less than 2 months,ORDER!,great!!,5.0,5.0,5.0
52,5.0,16 days,Less than 2 months,Icy Berry Lemon,Very smooth ice flavor with a hint of berry and lemon.,5.0,3.0,5.0
53,5.0,18 days,Less than 2 months,Lush ice Flum,They are the absolute best!,5.0,5.0,3.0
54,5.0,18 days,Less than 2 months,Wonderful service,Happy I can get the flavor I wanted and fastest delivery,5.0,5.0,5.0
55,5.0,18 days,Less than 2 months,Flum Vape,Awesome product. Love it,5.0,5.0,3.0
56,5.0,18 days,Less than 2 months,My fav,Best hit,4.0,4.0,4.0
57,5.0,18 days,Less than 2 months,Great!,Amazing.,5.0,5.0,5.0
58,5.0,19 days,Less than 2 months,Good,Excellent taste,5.0,5.0,5.0
59,5.0,19 days,Less than 2 months,Aloe Mango Melon Ice,"favorite flavor so far, always on point with the taste and I feel like these last more than the others.",5.0,4.0,4.0
60,5.0,19 days,Less than 2 months,Excellent,"Great product, great price. 🥰🥰🥰",5.0,5.0,5.0
61,5.0,19 days,Less than 2 months,Great Product,"Great product, last long and doesn't get oil in mouth.",4.0,4.0,4.0
62,5.0,19 days,Less than 2 months,Strawberry banana flum,Love the service! Fast and very satisfying.,5.0,5.0,4.0
63,5.0,19 days,Less than 2 months,Best flavors,It last for a while without the recharge option and the flavors are much better,5.0,2.0,4.0
64,5.0,19 days,Less than 2 months,Lichi Rosy,"Not as sweet as most of the other fruity flavors, but still good. You can definitely taste the lichi.",3.0,3.0,4.0
65,5.0,19 days,Less than 2 months,Flum,Good flavor,5.0,5.0,5.0
66,5.0,20 days,Less than 2 months,Tasty,Love it!,5.0,4.0,4.0
67,5.0,20 days,Less than 2 months,Good,Smooth and nice,4.0,2.0,5.0
68,4.0,20 days,Less than 2 months,Yym,So good!,5.0,5.0,3.0
69,1.0,20 days,Less than 2 months,Strawberry ice cream,I like flum disposables but this flavor was not it. It basically taste like it had actually dairy in it and like i was vaping rotten milk.,1.0,1.0,4.0
70,3.0,20 days,Less than 2 months,Not that great,Goes out fast,3.0,3.0,1.0
71,5.0,20 days,Less than 2 months,Good,Good,5.0,5.0,5.0
72,5.0,20 days,Less than 2 months,Convenient and easy to use,"This is a great convenience product because it doesn't have to be charged (no risk of change to flavor from charging) and the battery really lasts forever. I like certain flavors more than others but it could just be personal preference. I like Litchi Rosy, Melon Ice Cream, and Peach Ice. Cotton Candy is alright but not the most flavorful. I did not like Strawberry Ice Cream very much but it was still good enough to finish.",4.0,4.0,5.0
73,5.0,20 days,Less than 2 months,Super fast!,Super fast shipping!,5.0,5.0,4.0
74,4.0,20 days,Less than 2 months,Love,Nice clouds,5.0,4.0,4.0
75,3.0,20 days,Less than 2 months,Good,Can't go wrong with Flum,5.0,4.0,4.0
76,5.0,20 days,Less than 2 months,Peach ice,That cool feeling but not too much with a sweet after flavor,5.0,3.0,5.0
77,5.0,21 days,Less than 2 months,great alternative to smoking,"love them, and great price",5.0,5.0,5.0
78,5.0,21 days,Less than 2 months,Review,This product is very much to my liking!! The quickness of my order was sent & my receiving it was amazing!!,5.0,4.0,5.0
79,5.0,21 days,Less than 2 months,Great flavors!,"Love the variety of flavors, strawberry, watermelon, and juicy apple are my favorites.",5.0,5.0,5.0
80,4.0,21 days,Less than 2 months,Title,They are all good so far,3.0,4.0,3.0
