Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,15 hours,Less than 2 months,Perfect!,Smooth! Love the berry taste 10/10 recommend,5.0,4.0,5.0
2,5.0,16 hours,Less than 2 months,Fav flav,Best flavor,5.0,5.0,5.0
3,5.0,4 days,Less than 2 months,Great product,Fav flavor is GIO.,5.0,4.0,5.0
4,5.0,5 days,Less than 2 months,Berry Fusion,Very good....lasts a long time too.,5.0,5.0,5.0
5,5.0,6 days,Less than 2 months,Good,Good flavor last what it should will purchase again,5.0,3.0,5.0
6,3.0,6 days,Less than 2 months,"Love Flum, Love Flavor, The Gio - Not So Much","Would religiously vape on the Flum Gio. You are supposed to get 3,000 hits out of the Gio, but it always seemed like less. I also had multiple occasions where it would die after a day or two when it should have been lasting an average of 5-7 days. Huff and Puffers being as great as they are, provided me with a partial refund for the inconvenience. I didn't want to keep having the same issue, so I did some research.
Then I found the Pebble which gave you an average of double the hits for $1.00 more. Instead of stocking up 5 vapes for an average of 2 to 3 weeks, I can buy 7 for $1.00 more for 1.5 to 2 months. Definitely a no brainer! Wish they made a Powerbull flavor in the Pebble!",5.0,2.0,1.0
7,5.0,6 days,Less than 2 months,Review,Ok,3.0,5.0,4.0
8,5.0,7 days,Less than 2 months,Thank you!,I am thankful to have them delivered!,5.0,5.0,5.0
9,5.0,7 days,Less than 2 months,My order,I enjoy the product and was happy to find that you can provide it.,4.0,3.0,3.0
10,5.0,8 days,Less than 2 months,Best flum Gio,"I love this one, the flavor is perfect.",5.0,4.0,4.0
11,5.0,8 days,Less than 2 months,Best flum,By far one of the best flavors and smells better than cigarettes,5.0,5.0,5.0
12,5.0,8 days,Less than 2 months,Delicious!,Definitely fell in love with the litchi flavor! Thankful for huffer and puffers for their stellar customer service!,5.0,4.0,4.0
13,5.0,9 days,Less than 2 months,Loved this flavor!,Amazing flavor and great smoking experience.,5.0,3.0,4.0
14,5.0,12 days,Less than 2 months,Berry fusion,"Perfect, exactly what I was looking for,",5.0,5.0,5.0
15,5.0,12 days,Less than 2 months,Tastes great,They are always ready to help you and have a amazing variety. This one was good,5.0,5.0,5.0
16,5.0,12 days,Less than 2 months,Love it,The tobacco cream one tastes like a latte! I’m not a fan of the overly sweet fruity flavored vapes so this one is perfect. Helped me quit cigarettes.,5.0,3.0,5.0
17,4.0,12 days,Less than 2 months,Nice flavor,Would just like a harder draw,3.0,3.0,4.0
18,5.0,13 days,Less than 2 months,Wow gets the job done,Well this Vape product It’s fantastic! It’s really helping me to try to quit smoking ! I’m only smoking a fraction of what I used to now because This is such a great tasting and satisfying product that I am able to alter my smoking habit!,5.0,4.0,4.0
19,5.0,13 days,Less than 2 months,Love em,Will be ordering thru you every time,5.0,5.0,4.0
20,5.0,14 days,Less than 2 months,Flum Gio,Love the flavor but definitely short life,5.0,3.0,2.0
21,5.0,14 days,Less than 2 months,love this,looks and feel great. taste it Wonderfull wish it would last longer,5.0,5.0,3.0
22,5.0,17 days,Less than 2 months,Nichol S.,I really love the new flavor! Fast shipping as well!,5.0,5.0,4.0
23,5.0,17 days,Less than 2 months,Great product,Very convenient fast shipping and outstanding prices,5.0,3.0,4.0
24,5.0,18 days,Less than 2 months,Sweet and long lasting,Great product,5.0,5.0,5.0
25,5.0,18 days,Less than 2 months,Paul H,Great product and Great Service. Thanks PH,5.0,5.0,5.0
26,5.0,19 days,Less than 2 months,Love this!!,I love this flavor!! It is the best!!,5.0,5.0,4.0
27,3.0,20 days,Less than 2 months,Eh,"Good, but definitely have some higher in the list",3.0,3.0,1.0
28,5.0,20 days,Less than 2 months,Worth it,One of my favorites,5.0,4.0,5.0
29,5.0,20 days,Less than 2 months,Great Price,"Great price, great product, and delivers fast.",5.0,3.0,4.0
30,5.0,21 days,Less than 2 months,Title,One of my favorites,5.0,3.0,5.0
31,5.0,23 days,Less than 2 months,Recommend,My favorite flavor .. great quality,5.0,3.0,4.0
32,5.0,25 days,Less than 2 months,Review,Quick response and quick delivery,5.0,5.0,5.0
33,5.0,25 days,Less than 2 months,Quick delivery,Best vapes ever and quick delivery with no issues.,5.0,5.0,5.0
34,5.0,26 days,Less than 2 months,Always reliable,Super fast shipping and puffs are good as always,5.0,2.0,5.0
35,5.0,26 days,Less than 2 months,Just what I needed,"They arrived fast, and I love the blueberry fusion flavor",5.0,5.0,5.0
36,5.0,27 days,Less than 2 months,It's Great.,Hints of a cigar flavor. Fast shipping.,5.0,4.0,3.0
37,5.0,27 days,Less than 2 months,Green apple 🍏,Love love ❤️,5.0,4.0,5.0
38,5.0,27 days,Less than 2 months,Flum vape,I like the flavor just wish they lasted longer,5.0,1.0,2.0
39,4.0,29 days,Less than 2 months,Long lasting,👍,4.0,3.0,4.0
40,5.0,1 month,Less than 2 months,I love Flum!,That’s great,5.0,5.0,5.0
41,5.0,1 month,Less than 2 months,Tobacco cream,The flavor lasts perfectly all the way to the last draw,5.0,5.0,5.0
42,4.0,1 month,Less than 2 months,Strawberry pom,Great flavor!,5.0,5.0,4.0
43,5.0,1 month,Less than 2 months,YES,Love these vapes!!,5.0,3.0,3.0
44,5.0,1 month,Less than 2 months,Green apple!!,Green apple is amazing!!,5.0,3.0,5.0
45,5.0,1 month,Less than 2 months,Awesome flavor,I have ordered so many f these and am always happy with the purchase. It seems like a popular flavor as I just tried to order another one and they're sold out!,5.0,3.0,4.0
46,5.0,1 month,Less than 2 months,Good flavor,"I like juicy apple better, but this is a good flavor",5.0,3.0,5.0
47,5.0,1 month,Less than 2 months,I like it.,"I love this product. I tried several other tobacco flavors, but this one is my favorite. Service was fast and priced just right.",5.0,5.0,5.0
48,5.0,1 month,Less than 2 months,Good,Good,5.0,5.0,5.0
49,3.0,1 month,Less than 2 months,Good Flavor,"Mild throat hit, didn’t last very long. Decent flavor",3.0,4.0,3.0
50,5.0,1 month,Less than 2 months,Great taste,Lasts me 2-3 days.,5.0,4.0,5.0
51,5.0,1 month,Less than 2 months,Berry fusion,One of my fave flavors....the battery doesn't die as quickly.,5.0,5.0,4.0
52,5.0,1 month,Less than 2 months,Yum,My favorite home <3 ^_^,4.0,5.0,5.0
53,3.0,1 month,Less than 2 months,Juicy apple,It tastes like sweet tea lol,4.0,4.0,3.0
54,5.0,1 month,Less than 2 months,smooth flavor,I like this flavor because it's not overpowering,4.0,3.0,4.0
55,5.0,1 month,Less than 2 months,Great product,Very happy with this product.,5.0,4.0,4.0
56,5.0,1 month,Less than 2 months,Vape product,We love these vapes,5.0,5.0,5.0
57,5.0,1 month,Less than 2 months,Flum,Love it!,5.0,5.0,5.0
58,5.0,1 month,Less than 2 months,Tobacco cream in gio,I really liked the gio. The other one not so much,5.0,5.0,4.0
59,5.0,1 month,Less than 2 months,Flum,Quick and convenient,5.0,5.0,5.0
60,4.0,1 month,Less than 2 months,Review,Ok product,4.0,2.0,3.0
61,5.0,1 month,Less than 2 months,Bomb,So bomb,5.0,5.0,5.0
62,5.0,1 month,Less than 2 months,"Great flavor, and long lasting",Great variety of flavors! They last long and don’t burn out super fast or end up with a nasty taste with you and like other brands.,5.0,5.0,5.0
