Review_id,Ratings,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,Fancy AF!,"Slightest taste of plastic but you get over it pretty quickly because it’s super fancy & fun
Lasts a pretty long time, too",4.0,4.0,4.0
2,5.0,best flavor for banana,Good flavor lasts long and doesn't burn or auto-fire. Not that sweet,5.0,3.0,4.0
3,5.0,great device,good flavor but i wish there was more menthol,5.0,5.0,4.0
4,5.0,Good.,Last a long time,5.0,4.0,5.0
5,5.0,The best,Really great flavor lasts really long,5.0,5.0,5.0
6,5.0,Me,Like the flavors and the shape.,4.0,3.0,5.0
7,5.0,The Best,"I have been trying to find a vape that meets my needs after years of smoking menthols. I came across this on vacation in California and new it was the one! I live in Las Vegas and really hate the extra cost to ship it here, but I have not found anything that compares.",,,
8,1.0,Worst vape ever.,"Another one I had high hopes for but it was the worst one I've ever tried 0/10. It's bulky, ugly, very tight air flow that makes the hit incredibly harsh and unpleasant. Also the vapor feels hot when inhaled which was a weird feeling. Also, been looking for a good fruit punch flavor, this fruit punch was like sweet burning harsh chemical taste.",,,
9,5.0,Yum,Perfect,,,
10,5.0,Best out there,"Love the Lush Ice, only flavor I get! Long lasting flavor",,,
11,5.0,Definitely a favorite,Blood Orange Mango Ice is probably one of my favorite flavors.. may not last as long as some of the other brands but the flavor will keep me buying.. I almost forget about the boost at the bottom but it’s nice when I do remember!,,,
12,4.0,Cool design,I like the aesthetics. The flavors were okay and they are not rechargeable. I usually like buying the rechargeable ones because they last longer. Wouldn't mind buying these but wouldn't go out of my way looking for these either.,,,
13,1.0,Nope,Flavor was way off and gross,,,
14,5.0,Love it,One of my favorite vapes,,,
15,5.0,Shipping and quality of items,I highly recommend Huff & Puffers they are very reliable and ship your items asap. I usually receive my items within 4 or days of ordering. My items have all been great quality working items.,,,
16,5.0,Vfeel,Great smoke great taste,,,
17,3.0,JUST OK,NOT MUCH FLAVOR,,,
18,5.0,Great flavor and long lasting,I love the rechargeable vapes. They have great flavors and long lasting,,,
19,5.0,The best,"These are the ones I like the best. Flavor, puff life, great",,,
20,5.0,Best disposable if you like Banana,"The Banana flavor or ""Banana Ice"" is the best out of all the other disposables. Flavor lasts the longest and rechargable. Get 1-2 weeks of solid use out of it.",,,
21,5.0,Favorite vape,Hits good,,,
22,5.0,Not a fan,Orange 👎🏾,,,
23,5.0,My new fav,My new fav,,,
24,5.0,The best!,This is my absolute favorite vape!!!!,,,
25,5.0,Best bargain,"Lasts the longest, its rechargable. Even after a week, the flavor still tastes fresh and not burnt. Probably my favorite disposable brand. The banana and grape are the best flavors.",,,
26,4.0,Good value and ok flavor,Nice clean hits and the vape lasted me a good while with its recharging capability. Wasn’t a huge fan of the flavor but I wasn’t bad.,,,
27,5.0,Long lasting and reliable,Great battery life and good flavor,,,
28,5.0,Amazing Flavor,Pink lemonade is the best,,,
29,5.0,Soo gooood!,Bought two of these and one of my go to,,,
30,5.0,My favorite vape,"I only like iced vapes, and this one is my favorite I've had so far. It tastes mostly like mango. I also love how it's chargeable and affordable!",,,
31,5.0,Favorite!!,Love it,,,
32,5.0,Great Flavor,Great product,,,
33,5.0,Fire,Such cool design and great flavor,,,
34,3.0,Lots of Flavor,"Lots of flavor...almost too much in my opinion. It has a lot of menthol which I'm not a huge fan of, but I like the brand. Candy Crush is my favorite so far.",,,
35,5.0,Vfeel,Very good and last a long time,,,
